instance_id;figure_id;image_file;dynamic_prompt;answer_options;figure_type;qa_pair_type;caption;question;gold;prediction;rouge1_precision;rouge1_recall;rouge1_fmeasure;rougeL_precision;rougeL_recall;rougeL_fmeasure;bertscore_precision;bertscore_recall;bertscore_f1;gold_n;pred_n;exact_match;sim_high_r;sim_low_r;sim_high_b;sim_low_b
7e045cc686098f3bf59ae4d1aefd1bf6;2002.10375v2-Figure2-1;2002.10375v2-Figure2-1.png;"You are looking at a line chart.
The caption is: 'Figure 2. Accuracy of two discriminators: one is given access to the source context x while the other is not. The x-axis corresponds to the length of the discriminated sub-sequences.'.
Question: What is the accuracy value of the blue line at t=120?
[Visual cue] Pay attention to color, position, shape, size, height, or direction.
Use information from the caption when it directly supports your answer; otherwise, focus on data present in the visual itself.
Available options: {'A': '0.95', 'B': '0.85', 'C': '0.75', 'D': 'between 0.95 and 100'}.
Respond only with the corresponding option keyword(s) (e.g., 'A' or 'A,B' if multiple apply, without space between).
Do not include explanations, full sentences, or option text.
If the answer cannot be inferred from the figure and caption, please reply with the sentence: 'It is not possible to answer this question based only on the provided data.'
<thinking> Reasoning (do NOT respond yet)
Step 1 Identify the figure type and its axes/legend.
Step 2 Locate the graphical elements relevant to the question.
Step 3 Extract the key-value information.
Step 4 Determine the required values or qualitative trends.
Step 5 Integrate insights from the caption when necessary.
Step 6 Evaluate the provided answer choices and select the best one
Step 7 Produce the concise answer following the formatting rules above.

Final respond:";"[{""A"": ""0.95"", ""B"": null, ""C"": null, ""D"": null}, {""A"": null, ""B"": ""0.85"", ""C"": null, ""D"": null}, {""A"": null, ""B"": null, ""C"": ""0.75"", ""D"": null}, {""A"": null, ""B"": null, ""C"": null, ""D"": ""between 0.95 and 100""}]";line chart;closed-ended finite answer set non-binary visual;Figure 2. Accuracy of two discriminators: one is given access to the source context x while the other is not. The x-axis corresponds to the length of the discriminated sub-sequences.;What is the accuracy value of the blue line at t=120?;D;The caption mentions that the x-axis corresponds to the length of the discriminated sub-sequences. However, it does not provide specific values for the accuracy at t=120. Therefore, based on the provided data, it is not possible to answer this question.;0.0;0.0;0.0;0.0;0.0;0.0;0.7872189879417419;0.8133919835090637;0.8000915050506592;D;The caption mentions that the x-axis corresponds to the length of the discriminated sub-sequences. However, it does not provide specific values for the accuracy at t=120. Therefore, based on the provided data, it is not possible to answer this question;False;False;True;True;False
89f91c2ca70703dadee5b510a34ccfac;W12-0203.pdf-Figure4;W12-0203.pdf-Figure4.png;"You are looking at a scatter plot.
The caption is: 'Figure 4: Screencap of Motion Chart for COLLISION'.
Question: What is the range of the values presented in x-axis?
[Data-only cue] Focus your response more on numeric or textual values.
Use information from the caption when it directly supports your answer; otherwise, focus on data present in the visual itself.
Available options: {'A': '-0.4 to 1', 'B': '-0.2 to 1', 'C': '-0.4 to 2', 'D': 'None of the above'}.
Respond only with the corresponding option keyword(s) (e.g., 'A' or 'A,B' if multiple apply, without space between).
Do not include explanations, full sentences, or option text.
If the answer cannot be inferred from the figure and caption, please reply with the sentence: 'It is not possible to answer this question based only on the provided data.'
<thinking> Reasoning (do NOT respond yet)
Step 1 Identify the figure type and its axes/legend.
Step 2 Locate the graphical elements relevant to the question.
Step 3 Extract the key-value information.
Step 4 Determine the required values or qualitative trends.
Step 5 Integrate insights from the caption when necessary.
Step 6 Evaluate the provided answer choices and select the best one
Step 7 Produce the concise answer following the formatting rules above.

Final respond:";"[{""A"": ""-0.4 to 1"", ""B"": null, ""C"": null, ""D"": null}, {""A"": null, ""B"": ""-0.2 to 1"", ""C"": null, ""D"": null}, {""A"": null, ""B"": null, ""C"": ""-0.4 to 2"", ""D"": null}, {""A"": null, ""B"": null, ""C"": null, ""D"": ""None of the above""}]";scatter plot;closed-ended finite answer set non-binary non-visual;Figure 4: Screencap of Motion Chart for COLLISION;What is the range of the values presented in x-axis?;A;The scatter plot shows a range of values on the x-axis, but the specific numeric values are not clearly visible in the image. Therefore, it is not possible to answer this question based only on the provided data.;0.0256410256410256;1.0;0.05;0.0256410256410256;1.0;0.05;0.787615180015564;0.817469596862793;0.8022647500038147;A;The scatter plot shows a range of values on the x-axis, but the specific numeric values are not clearly visible in the image. Therefore, it is not possible to answer this question based only on the provided data;False;False;True;True;False
55215f3d30066961b1e92fc097bdc10e;2020.acl-main.39.pdf-Figure6;2020.acl-main.39.pdf-Figure6.png;"You are looking at a bar chart.
The caption is: 'Figure 6: SeqAcc for the Location Attender and best baseline on the Long Lookup Tables task (10 runs).'.
Question: Which dataset shows the lowest value for blue bar?
[Visual cue] Pay attention to color, position, shape, size, height, or direction.
Use information from the caption when it directly supports your answer; otherwise, focus on data present in the visual itself.
Available options: {'A': 'Long 1', 'B': 'Long 4', 'C': 'Long 5', 'D': 'Long 3'}.
Respond only with the corresponding option keyword(s) (e.g., 'A' or 'A,B' if multiple apply, without space between).
Do not include explanations, full sentences, or option text.
If the answer cannot be inferred from the figure and caption, please reply with the sentence: 'It is not possible to answer this question based only on the provided data.'
<thinking> Reasoning (do NOT respond yet)
Step 1 Identify the figure type and its axes/legend.
Step 2 Locate the graphical elements relevant to the question.
Step 3 Extract the key-value information.
Step 4 Determine the required values or qualitative trends.
Step 5 Integrate insights from the caption when necessary.
Step 6 Evaluate the provided answer choices and select the best one
Step 7 Produce the concise answer following the formatting rules above.

Final respond:";"[{""A"": ""Long 1"", ""B"": null, ""C"": null, ""D"": null}, {""A"": null, ""B"": ""Long 4"", ""C"": null, ""D"": null}, {""A"": null, ""B"": null, ""C"": ""Long 5"", ""D"": null}, {""A"": null, ""B"": null, ""C"": null, ""D"": ""Long 3""}]";bar chart;closed-ended finite answer set non-binary visual;Figure 6: SeqAcc for the Location Attender and best baseline on the Long Lookup Tables task (10 runs).;Which dataset shows the lowest value for blue bar?;C;The blue bar represents the Attender metric for each dataset. The dataset Long 4 has the lowest value for the blue bar, indicating the lowest sequence accuracy for the Attender model.. Answer: C;0.0303030303030303;1.0;0.0588235294117647;0.0303030303030303;1.0;0.0588235294117647;0.7864354848861694;0.8199295997619629;0.8028333187103271;C;The blue bar represents the Attender metric for each dataset. The dataset Long 4 has the lowest value for the blue bar, indicating the lowest sequence accuracy for the Attender model.. Answer: C;False;False;True;True;False
3daf27830bb03f2f4f6a0cdbab75b005;2020.acl-main.493.pdf-Figure10;2020.acl-main.493.pdf-Figure10.png;"You are looking at a scatter plot.
The caption is: 'Figure 10: t-SNE visualization of syntactic differences in all languages we study, projected to 32 dimensions using PCA.'.
Question: What color represents the syntactic category 'det' in the t-SNE visualization?
[Visual cue] Pay attention to color, position, shape, size, height, or direction.
Use information from the caption when it directly supports your answer; otherwise, focus on data present in the visual itself.
Respond with a concise, one-word or very short phrase. No full sentences, no explanations.
If the response is numeric, use digits only and include any units or suffixes (e.g., %, kg, $).
If the answer cannot be inferred from the figure and caption, please reply with the sentence: 'It is not possible to answer this question based only on the provided data.'
<thinking> Reasoning (do NOT respond yet)
Step 1 Identify the figure type and its axes/legend.
Step 2 Locate the graphical elements relevant to the question.
Step 3 Extract the key-value information.
Step 4 Determine the required values or qualitative trends.
Step 5 Integrate insights from the caption when necessary.
Step 6 Ensure the answer is either Yes or No as required
Step 7 Produce the concise answer following the formatting rules above.

Final respond:";[];scatter plot;closed-ended infinite answer set visual;Figure 10: t-SNE visualization of syntactic differences in all languages we study, projected to 32 dimensions using PCA.;What color represents the syntactic category 'det' in the t-SNE visualization?;Green;The color representing the syntactic category 'det' in the t-SNE visualization is purple.;0.0;0.0;0.0;0.0;0.0;0.0;0.7897903323173523;0.8182350397109985;0.8037611246109009;Green;The color representing the syntactic category 'det' in the t-SNE visualization is purple;False;False;True;True;False
9d6caf2b4516c90f1e31da3dfd7621e5;2010.04736v1-Figure13-1;2010.04736v1-Figure13-1.png;"You are looking at a line chart with 3 subfigures.
The caption is: 'Figure 13: Accuracy, sufficiency and comprehensiveness of random forest models by number of estimators.'.
Question: Which line (colored differently) represents the ""Movie"" model for 'normalized sufficiency' (panel b)?
[Visual cue] Pay attention to color, position, shape, size, height, or direction.
Use information from the caption when it directly supports your answer; otherwise, focus on data present in the visual itself.
Available options: {'A': 'The green line', 'B': 'The red line', 'C': 'The orange line', 'D': 'The blue line'}.
Respond only with the corresponding option keyword(s) (e.g., 'A' or 'A,B' if multiple apply, without space between).
Do not include explanations, full sentences, or option text.
If the answer cannot be inferred from the figure and caption, please reply with the sentence: 'It is not possible to answer this question based only on the provided data.'
<thinking> Reasoning (do NOT respond yet)
Step 1 Identify the figure type and its axes/legend.
Step 2 Locate the graphical elements relevant to the question.
Step 3 Extract the key-value information.
Step 4 Determine the required values or qualitative trends.
Step 5 Integrate insights from the caption when necessary.
Step 6 Evaluate the provided answer choices and select the best one
Step 7 Produce the concise answer following the formatting rules above.

Final respond:";"[{""A"": ""The green line"", ""B"": null, ""C"": null, ""D"": null}, {""A"": null, ""B"": ""The red line"", ""C"": null, ""D"": null}, {""A"": null, ""B"": null, ""C"": ""The orange line"", ""D"": null}, {""A"": null, ""B"": null, ""C"": null, ""D"": ""The blue line""}]";line chart;closed-ended finite answer set non-binary visual;Figure 13: Accuracy, sufficiency and comprehensiveness of random forest models by number of estimators.;"Which line (colored differently) represents the ""Movie"" model for 'normalized sufficiency' (panel b)?";A;The green line represents the Movie model for 'normalized sufficiency' (panel b).;0.0;0.0;0.0;0.0;0.0;0.0;0.7854933738708496;0.831780195236206;0.8079743981361389;A;The green line represents the Movie model for 'normalized sufficiency' (panel b);False;False;True;True;False
239f1c3a453542c891632179af7fc8aa;S19-2111.pdf-Figure5;S19-2111.pdf-Figure5.png;"You are looking at a confusion matrix.
The caption is: 'Figure 5: Sub-task B, HAD-Tubingen LSTM + Preprocessing.'.
Question: Based on Figure 5's caption and the provided data, which of the following statements are true regarding the model HAD-Tubingen LSTM + Preprocessing during sub-task B?
[Data-only cue] Focus your response more on numeric or textual values.
Use information from the caption when it directly supports your answer; otherwise, focus on data present in the visual itself.
Available options: {'A': 'The model correctly predicted 199 instances of TIN.', 'B': 'The model incorrectly predicted 24 instances of UNT as TIN.', 'C': 'The model correctly predicted 3 instances of UNT.', 'D': 'The model incorrectly predicted 14 instances of TIN as UNT.'}.
Respond only with the corresponding option keyword(s) (e.g., 'A' or 'A,B' if multiple apply, without space between).
Do not include explanations, full sentences, or option text.
If the answer cannot be inferred from the figure and caption, please reply with the sentence: 'It is not possible to answer this question based only on the provided data.'
<thinking> Reasoning (do NOT respond yet)
Step 1 Identify the figure type and its axes/legend.
Step 2 Locate the graphical elements relevant to the question.
Step 3 Extract the key-value information.
Step 4 Determine the required values or qualitative trends.
Step 5 Integrate insights from the caption when necessary.
Step 6 Evaluate the provided answer choices and select the best one
Step 7 Produce the concise answer following the formatting rules above.

Final respond:";"[{""A"": ""The model correctly predicted 199 instances of TIN."", ""B"": null, ""C"": null, ""D"": null}, {""A"": null, ""B"": ""The model incorrectly predicted 24 instances of UNT as TIN."", ""C"": null, ""D"": null}, {""A"": null, ""B"": null, ""C"": ""The model correctly predicted 3 instances of UNT."", ""D"": null}, {""A"": null, ""B"": null, ""C"": null, ""D"": ""The model incorrectly predicted 14 instances of TIN as UNT.""}]";confusion matrix;closed-ended finite answer set non-binary non-visual;Figure 5: Sub-task B, HAD-Tubingen LSTM + Preprocessing.;Based on Figure 5's caption and the provided data, which of the following statements are true regarding the model HAD-Tubingen LSTM + Preprocessing during sub-task B?;A,B,C,D;A;1.0;0.25;0.4;1.0;0.25;0.4;0.878994345664978;0.7485272884368896;0.8085314631462097;A,B,C,D;A;False;False;True;True;False
bd27b7aa0867bf59745a8230e4f9289f;1709.05227v1-Figure4-1;1709.05227v1-Figure4-1.png;"You are looking at a line chart.
The caption is: 'Figure 4: Errors corrected for dynamic-proposed and several other settings (see Table 7.2), plotted against update frequency (first 3 methods) or enrollment time (following 2 methods) as described in the text.'.
Question: What is the approximate value of corrected errors for the blue line at an update frequency of 100 minutes?
[Visual cue] Pay attention to color, position, shape, size, height, or direction.
Use information from the caption when it directly supports your answer; otherwise, focus on data present in the visual itself.
Respond with a concise, one-word or very short phrase. No full sentences, no explanations.
If the response is numeric, use digits only and include any units or suffixes (e.g., %, kg, $).
If the answer cannot be inferred from the figure and caption, please reply with the sentence: 'It is not possible to answer this question based only on the provided data.'
<thinking> Reasoning (do NOT respond yet)
Step 1 Identify the figure type and its axes/legend.
Step 2 Locate the graphical elements relevant to the question.
Step 3 Extract the key-value information.
Step 4 Determine the required values or qualitative trends.
Step 5 Integrate insights from the caption when necessary.
Step 6 Ensure the answer is either Yes or No as required
Step 7 Produce the concise answer following the formatting rules above.

Final respond:";[];line chart;closed-ended infinite answer set visual;Figure 4: Errors corrected for dynamic-proposed and several other settings (see Table 7.2), plotted against update frequency (first 3 methods) or enrollment time (following 2 methods) as described in the text.;What is the approximate value of corrected errors for the blue line at an update frequency of 100 minutes?;between 1600 and 1800;The blue line represents the dynamic-oracleCM method. At an update frequency of 100 minutes, the corrected errors for the blue line are about 1200.;0.0;0.0;0.0;0.0;0.0;0.0;0.8034008741378784;0.815159261226654;0.8092373609542847;between 1600 and 1800;The blue line represents the dynamic-oracleCM method. At an update frequency of 100 minutes, the corrected errors for the blue line are about 1200;False;False;True;True;False
c2f39c130bfd95abc725622d04f90f3f;1810.00664v1-Figure2-1;1810.00664v1-Figure2-1.png;"You are looking at a line chart with 9 subfigures.
The caption is: 'Fig. 2. Hyper-parameter tuning of D2V for each testing scenario.'.
Question: Which plot shows the green line above the red line?
[Visual cue] Pay attention to color, position, shape, size, height, or direction.
Use information from the caption when it directly supports your answer; otherwise, focus on data present in the visual itself.
Available options: {'A': 'Top-left plot', 'B': 'Top-right plot', 'C': 'Bottom-left', 'D': 'None'}.
Respond only with the corresponding option keyword(s) (e.g., 'A' or 'A,B' if multiple apply, without space between).
Do not include explanations, full sentences, or option text.
If the answer cannot be inferred from the figure and caption, please reply with the sentence: 'It is not possible to answer this question based only on the provided data.'
<thinking> Reasoning (do NOT respond yet)
Step 1 Identify the figure type and its axes/legend.
Step 2 Locate the graphical elements relevant to the question.
Step 3 Extract the key-value information.
Step 4 Determine the required values or qualitative trends.
Step 5 Integrate insights from the caption when necessary.
Step 6 Evaluate the provided answer choices and select the best one
Step 7 Produce the concise answer following the formatting rules above.

Final respond:";"[{""A"": ""Top-left plot"", ""B"": null, ""C"": null, ""D"": null}, {""A"": null, ""B"": ""Top-right plot"", ""C"": null, ""D"": null}, {""A"": null, ""B"": null, ""C"": ""Bottom-left"", ""D"": null}, {""A"": null, ""B"": null, ""C"": null, ""D"": ""None""}]";line chart;closed-ended finite answer set non-binary visual;Fig. 2. Hyper-parameter tuning of D2V for each testing scenario.;Which plot shows the green line above the red line?;D;The green line is shown in the bottom-left plot.. Final respond: A;0.0;0.0;0.0;0.0;0.0;0.0;0.7937902808189392;0.8253458142280579;0.8092605471611023;D;The green line is shown in the bottom-left plot.. Final respond: A;False;False;True;True;False
3eaf2f448521399a15cf88e15ba72b1e;1905.04914v1-Figure6-1;1905.04914v1-Figure6-1.png;"You are looking at a line chart with 2 subfigures.
The caption is: 'Figure 6. Comparison of degree distributions of the entity alignment datasets extracted by different methods'.
Question: Which of the methods, in '(b) Wikidata' plot have a cumulative distribution of 8 at degree 5?
[Data-only cue] Focus your response more on numeric or textual values.
Use information from the caption when it directly supports your answer; otherwise, focus on data present in the visual itself.
Available options: {'A': 'SRPRS (normal)', 'B': 'BootEA', 'C': 'DBpedia', 'D': 'JAPE'}.
Respond only with the corresponding option keyword(s) (e.g., 'A' or 'A,B' if multiple apply, without space between).
Do not include explanations, full sentences, or option text.
If the answer cannot be inferred from the figure and caption, please reply with the sentence: 'It is not possible to answer this question based only on the provided data.'
<thinking> Reasoning (do NOT respond yet)
Step 1 Identify the figure type and its axes/legend.
Step 2 Locate the graphical elements relevant to the question.
Step 3 Extract the key-value information.
Step 4 Determine the required values or qualitative trends.
Step 5 Integrate insights from the caption when necessary.
Step 6 Evaluate the provided answer choices and select the best one
Step 7 Produce the concise answer following the formatting rules above.

Final respond:";"[{""A"": ""SRPRS (normal)"", ""B"": null, ""C"": null, ""D"": null}, {""A"": null, ""B"": ""BootEA"", ""C"": null, ""D"": null}, {""A"": null, ""B"": null, ""C"": ""DBpedia"", ""D"": null}, {""A"": null, ""B"": null, ""C"": null, ""D"": ""JAPE""}]";line chart;closed-ended finite answer set non-binary non-visual;Figure 6. Comparison of degree distributions of the entity alignment datasets extracted by different methods;Which of the methods, in '(b) Wikidata' plot have a cumulative distribution of 8 at degree 5?;A;The correct answer is: C;0.0;0.0;0.0;0.0;0.0;0.0;0.7903326749801636;0.8302375078201294;0.8097937703132629;A;The correct answer is: C;False;False;True;True;False
b85df166bc20b89514ab24208a2fa0cc;1802.03116v1-Figure4-1;1802.03116v1-Figure4-1.png;"You are looking at a line chart with 2 subfigures.
The caption is: 'Figure 4: Comparison with ORACLE that uses direct source-target parallel or comparable corpora. The JOINT model corresponds to horizontal lines.'.
Question: Which of the following represents the trend of the JOINT model in the right graph (b)?
[Visual cue] Pay attention to color, position, shape, size, height, or direction.
Use information from the caption when it directly supports your answer; otherwise, focus on data present in the visual itself.
Available options: {'A': 'The red solid line', 'B': 'The blue dashed line', 'C': 'Both the red solid line and the blue dashed line', 'D': 'Neither the red solid line nor the blue dashed line'}.
Respond only with the corresponding option keyword(s) (e.g., 'A' or 'A,B' if multiple apply, without space between).
Do not include explanations, full sentences, or option text.
If the answer cannot be inferred from the figure and caption, please reply with the sentence: 'It is not possible to answer this question based only on the provided data.'
<thinking> Reasoning (do NOT respond yet)
Step 1 Identify the figure type and its axes/legend.
Step 2 Locate the graphical elements relevant to the question.
Step 3 Extract the key-value information.
Step 4 Determine the required values or qualitative trends.
Step 5 Integrate insights from the caption when necessary.
Step 6 Evaluate the provided answer choices and select the best one
Step 7 Produce the concise answer following the formatting rules above.

Final respond:";"[{""A"": ""The red solid line"", ""B"": null, ""C"": null, ""D"": null}, {""A"": null, ""B"": ""The blue dashed line"", ""C"": null, ""D"": null}, {""A"": null, ""B"": null, ""C"": ""Both the red solid line and the blue dashed line"", ""D"": null}, {""A"": null, ""B"": null, ""C"": null, ""D"": ""Neither the red solid line nor the blue dashed line""}]";line chart;closed-ended finite answer set non-binary visual;Figure 4: Comparison with ORACLE that uses direct source-target parallel or comparable corpora. The JOINT model corresponds to horizontal lines.;Which of the following represents the trend of the JOINT model in the right graph (b)?;C;The JOINT model corresponds to horizontal lines in the right graph (b).;0.0;0.0;0.0;0.0;0.0;0.0;0.7917884588241577;0.8292851448059082;0.810103178024292;C;The JOINT model corresponds to horizontal lines in the right graph (b);False;False;True;True;False
