instance_id;figure_id;image_file;dynamic_prompt;answer_options;figure_type;qa_pair_type;caption;question;gold;prediction;rouge1_precision;rouge1_recall;rouge1_fmeasure;rougeL_precision;rougeL_recall;rougeL_fmeasure;bertscore_precision;bertscore_recall;bertscore_f1
b51c47561800abd3c6c867150dc2d4fa;1607.00570v1-Figure2-1;1607.00570v1-Figure2-1.png;"You are looking at a line chart.
The caption is: 'Figure 2. Example distributions of distances between non-related pairs (light grey) and related pairs (dark grey) on Twitter data, using a simple mean of word embeddings.'.
Question: What is the label of the y axis?
[Data-only cue] Focus your response more on numeric or textual values.
Use information from the caption when it directly supports your answer; otherwise, focus on data present in the visual itself.
Respond with a concise, one-word or very short phrase. No full sentences, no explanations.
If the response is numeric, use digits only and include any units or suffixes (e.g., %, kg, $).
If the answer cannot be inferred from the figure and caption, please reply with the sentence: 'It is not possible to answer this question based only on the provided data.'
<thinking> Reasoning (do NOT respond yet)
Step 1 Identify the figure type and its axes/legend.
Step 2 Locate the graphical elements relevant to the question.
Step 3 Extract the key-value information.
Step 4 Determine the required values or qualitative trends.
Step 5 Integrate insights from the caption when necessary.
Step 6 Ensure the answer is either Yes or No as required
Step 7 Produce the concise answer following the formatting rules above.

Final respond:";[];line chart;closed-ended infinite answer set non-visual;Figure 2. Example distributions of distances between non-related pairs (light grey) and related pairs (dark grey) on Twitter data, using a simple mean of word embeddings.;What is the label of the y axis?;Number of couples;The label of the y axis is Number of couples.;0.3;1.0;0.4615384615384615;0.3;1.0;0.4615384615384615;0.8431791067123413;0.9113492965698242;0.8759399056434631
400feb7330cf28b1b160c5bca99e82ed;1608.00929v1-Figure2-1;1608.00929v1-Figure2-1.png;"You are looking at a line chart with 2 subfigures.
The caption is: 'Figure 2: Left: Densities versus oracle error rates of lattices generated by different pruning methods.Right: Time spent on generating the lattices with different pruning methods.'.
Question: What is the value of the lattice density when the oracle error rate of the blue line is at its minimum?
[Visual cue] Pay attention to color, position, shape, size, height, or direction.
Use information from the caption when it directly supports your answer; otherwise, focus on data present in the visual itself.
Respond with a concise, one-word or very short phrase. No full sentences, no explanations.
If the response is numeric, use digits only and include any units or suffixes (e.g., %, kg, $).
If the answer cannot be inferred from the figure and caption, please reply with the sentence: 'It is not possible to answer this question based only on the provided data.'
<thinking> Reasoning (do NOT respond yet)
Step 1 Identify the figure type and its axes/legend.
Step 2 Locate the graphical elements relevant to the question.
Step 3 Extract the key-value information.
Step 4 Determine the required values or qualitative trends.
Step 5 Integrate insights from the caption when necessary.
Step 6 Ensure the answer is either Yes or No as required
Step 7 Produce the concise answer following the formatting rules above.

Final respond:";[];line chart;closed-ended infinite answer set visual;Figure 2: Left: Densities versus oracle error rates of lattices generated by different pruning methods.Right: Time spent on generating the lattices with different pruning methods.;What is the value of the lattice density when the oracle error rate of the blue line is at its minimum?;400 - 800;It is not possible to answer this question based only on the provided data.;0.0;0.0;0.0;0.0;0.0;0.0;0.8123657703399658;0.81996750831604;0.8161489367485046
2b8abef816a7798bd3c1c6d1234ec4de;2004.05887v1-Figure4-1;2004.05887v1-Figure4-1.png;"You are looking at a line chart with 2 subfigures.
The caption is: 'Figure 4: Classification accuracies on the validation sets with different values for δ. The x-axis shows the selected qth percentiles of the loge frequencies in the training corpus. The y-axis denotes the accuracy when δ is set to the loge frequency value representing the specific qth percentile.'.
Question: What is the specific value of δ that corresponds to the 50th percentile of the loge frequencies in the training corpus for the IMDB dataset?
Use information from the caption when it directly supports your answer; otherwise, focus on data present in the visual itself.
If the answer cannot be inferred from the figure and caption, please reply with the sentence: 'It is not possible to answer this question based only on the provided data.'
<thinking> Reasoning (do NOT respond yet)
Step 1 Identify the figure type and its axes/legend.
Step 2 Locate the graphical elements relevant to the question.
Step 3 Extract the key-value information.
Step 4 Determine the required values or qualitative trends.
Step 5 Integrate insights from the caption when necessary.
Step 6 Ensure the answer is either Yes or No as required
Step 7 Produce the concise answer following the formatting rules above.

Final respond:";[];line chart;unanswerable;Figure 4: Classification accuracies on the validation sets with different values for δ. The x-axis shows the selected qth percentiles of the loge frequencies in the training corpus. The y-axis denotes the accuracy when δ is set to the loge frequency value representing the specific qth percentile.;What is the specific value of δ that corresponds to the 50th percentile of the loge frequencies in the training corpus for the IMDB dataset?;It is not possible to answer this question based only on the provided data.;It is not possible to answer this question based only on the provided data.;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
31a59e74e1e56b136d0638bf56d7a942;1908.06039v3-Figure6-1;1908.06039v3-Figure6-1.png;"You are looking at a line chart with 2 subfigures.
The caption is: 'Figure 6: Learning curve of CNN+PROTO (left) v.s. OUR (right) on the Reuters dataset. We plot average 5-way 1-shot accuracy over 50 episodes sampled from seen classes (blue) and unseen classes (red). While OUR has weaker representational power, it generalizes better to unseen classes.'.
Question: What is the approximate maximum value of the red line in the right graph at task 2000?
[Visual cue] Pay attention to color, position, shape, size, height, or direction.
Use information from the caption when it directly supports your answer; otherwise, focus on data present in the visual itself.
Respond with a concise, one-word or very short phrase. No full sentences, no explanations.
If the response is numeric, use digits only and include any units or suffixes (e.g., %, kg, $).
If the answer cannot be inferred from the figure and caption, please reply with the sentence: 'It is not possible to answer this question based only on the provided data.'
<thinking> Reasoning (do NOT respond yet)
Step 1 Identify the figure type and its axes/legend.
Step 2 Locate the graphical elements relevant to the question.
Step 3 Extract the key-value information.
Step 4 Determine the required values or qualitative trends.
Step 5 Integrate insights from the caption when necessary.
Step 6 Ensure the answer is either Yes or No as required
Step 7 Produce the concise answer following the formatting rules above.

Final respond:";[];line chart;closed-ended infinite answer set visual;Figure 6: Learning curve of CNN+PROTO (left) v.s. OUR (right) on the Reuters dataset. We plot average 5-way 1-shot accuracy over 50 episodes sampled from seen classes (blue) and unseen classes (red). While OUR has weaker representational power, it generalizes better to unseen classes.;What is the approximate maximum value of the red line in the right graph at task 2000?;0.75;The red line in the right graph represents the average 5-way 1-shot accuracy for unseen classes. At task 2000, the red line is at about 0.8.;0.034482758620689655;0.5;0.06451612903225806;0.034482758620689655;0.5;0.06451612903225806;0.8221732378005981;0.8859882950782776;0.8528887033462524
9825c44d96b59b16ebffade838ec6595;1910.08350v2-Figure1-1;1910.08350v2-Figure1-1.png;"You are looking at a line chart with 2 subfigures.
The caption is: 'Figure 1: The left plot shows F1 scores of BERT-NCE and INFOWORD as we increase the percentage of training examples on SQuAD (dev). The right plot shows F1 scores of INFOWORD on SQuAD (dev) as a function of λDIM.'.
Question: At approximately what λDIM does F1 become maximum for INFOWORD on SQuAD?
[Data-only cue] Focus your response more on numeric or textual values.
Use information from the caption when it directly supports your answer; otherwise, focus on data present in the visual itself.
Available options: {'A': '0.2', 'B': '0.4', 'C': '0.6', 'D': '0.8'}.
Respond only with the corresponding option keyword(s) (e.g., 'A' or 'A,B' if multiple apply, without space between).
Do not include explanations, full sentences, or option text.
If the answer cannot be inferred from the figure and caption, please reply with the sentence: 'It is not possible to answer this question based only on the provided data.'
<thinking> Reasoning (do NOT respond yet)
Step 1 Identify the figure type and its axes/legend.
Step 2 Locate the graphical elements relevant to the question.
Step 3 Extract the key-value information.
Step 4 Determine the required values or qualitative trends.
Step 5 Integrate insights from the caption when necessary.
Step 6 Evaluate the provided answer choices and select the best one
Step 7 Produce the concise answer following the formatting rules above.

Final respond:";"[{""A"": ""0.2"", ""B"": null, ""C"": null, ""D"": null}, {""A"": null, ""B"": ""0.4"", ""C"": null, ""D"": null}, {""A"": null, ""B"": null, ""C"": ""0.6"", ""D"": null}, {""A"": null, ""B"": null, ""C"": null, ""D"": ""0.8""}]";line chart;closed-ended finite answer set non-binary non-visual;Figure 1: The left plot shows F1 scores of BERT-NCE and INFOWORD as we increase the percentage of training examples on SQuAD (dev). The right plot shows F1 scores of INFOWORD on SQuAD (dev) as a function of λDIM.;At approximately what λDIM does F1 become maximum for INFOWORD on SQuAD?;C;The corresponding answer is: 'B';0.0;0.0;0.0;0.0;0.0;0.0;0.7944880127906799;0.8486026525497437;0.8206542134284973
fa6e20852d803c641dfbc2c698ec1608;1803.06535v2-Figure2-1;1803.06535v2-Figure2-1.png;"You are looking at a line chart.
The caption is: 'Figure 2: Percentage of sentences binned according to formality score in train set of E&M'.
Question: What is the approximate percentage of sentences in the train set of E&M with a formality score between -0.5 and -0.25 for the solid black line?
[Visual cue] Pay attention to color, position, shape, size, height, or direction.
Use information from the caption when it directly supports your answer; otherwise, focus on data present in the visual itself.
Respond with a concise, one-word or very short phrase. No full sentences, no explanations.
If the response is numeric, use digits only and include any units or suffixes (e.g., %, kg, $).
If the answer cannot be inferred from the figure and caption, please reply with the sentence: 'It is not possible to answer this question based only on the provided data.'
<thinking> Reasoning (do NOT respond yet)
Step 1 Identify the figure type and its axes/legend.
Step 2 Locate the graphical elements relevant to the question.
Step 3 Extract the key-value information.
Step 4 Determine the required values or qualitative trends.
Step 5 Integrate insights from the caption when necessary.
Step 6 Ensure the answer is either Yes or No as required
Step 7 Produce the concise answer following the formatting rules above.

Final respond:";[];line chart;closed-ended infinite answer set visual;Figure 2: Percentage of sentences binned according to formality score in train set of E&M;What is the approximate percentage of sentences in the train set of E&M with a formality score between -0.5 and -0.25 for the solid black line?;10%;The approximate percentage of sentences in the train set of E&M with a formality score between -0.5 and -0.25 for the solid black line is 15%.;0.0;0.0;0.0;0.0;0.0;0.0;0.7806953191757202;0.8639485239982605;0.8202147483825684
7c96c648f5552bf48b73e969d9b9f5a7;2009.00914v1-Figure3-1;2009.00914v1-Figure3-1.png;"You are looking at a line chart.
The caption is: 'Figure 3: Retriever and ranker recall. The x-axis is logscale.'.
Question: How many metrics are compared in figure 3?
[Data-only cue] Focus your response more on numeric or textual values.
Use information from the caption when it directly supports your answer; otherwise, focus on data present in the visual itself.
Available options: {'A': '4', 'B': '5', 'C': '6', 'D': '7'}.
Respond only with the corresponding option keyword(s) (e.g., 'A' or 'A,B' if multiple apply, without space between).
Do not include explanations, full sentences, or option text.
If the answer cannot be inferred from the figure and caption, please reply with the sentence: 'It is not possible to answer this question based only on the provided data.'
<thinking> Reasoning (do NOT respond yet)
Step 1 Identify the figure type and its axes/legend.
Step 2 Locate the graphical elements relevant to the question.
Step 3 Extract the key-value information.
Step 4 Determine the required values or qualitative trends.
Step 5 Integrate insights from the caption when necessary.
Step 6 Evaluate the provided answer choices and select the best one
Step 7 Produce the concise answer following the formatting rules above.

Final respond:";"[{""A"": ""4"", ""B"": null, ""C"": null, ""D"": null}, {""A"": null, ""B"": ""5"", ""C"": null, ""D"": null}, {""A"": null, ""B"": null, ""C"": ""6"", ""D"": null}, {""A"": null, ""B"": null, ""C"": null, ""D"": ""7""}]";line chart;closed-ended finite answer set non-binary non-visual;Figure 3: Retriever and ranker recall. The x-axis is logscale.;How many metrics are compared in figure 3?;A;The answer is: A;0.25;1.0;0.4;0.25;1.0;0.4;0.8010604977607727;0.8462774157524109;0.8230483531951904
8a26047885478b330c2792b3d1c29a8b;1705.04400v1-Figure4-1;1705.04400v1-Figure4-1.png;"You are looking at a line chart with 2 subfigures.
The caption is: 'Figure 4. 4a and 4b plot CER and serving latency respectively on a dev-set as a function of lookahead, and the number of LCBGRU layers. The models are trained on a sampled subset (10 %) of the complete training data. The green and blue baselines are the performance of models where all the 3 GRU layers are bidirectional and forward-only correspondingly.'.
Question: Is the CER performance of the bidirectional model consistently lower than the CER performance of the forward model with LA-conv?
[Data-only cue] Focus your response more on numeric or textual values.
Use information from the caption when it directly supports your answer; otherwise, focus on data present in the visual itself.
Please answer with 'Yes' or 'No' only.
If the answer cannot be inferred from the figure and caption, please reply with the sentence: 'It is not possible to answer this question based only on the provided data.'
<thinking> Reasoning (do NOT respond yet)
Step 1 Identify the figure type and its axes/legend.
Step 2 Locate the graphical elements relevant to the question.
Step 3 Extract the key-value information.
Step 4 Determine the required values or qualitative trends.
Step 5 Integrate insights from the caption when necessary.
Step 6 Ensure the answer is either Yes or No as required
Step 7 Produce the concise answer following the formatting rules above.

Final respond:";[];line chart;closed-ended finite answer set binary non-visual;Figure 4. 4a and 4b plot CER and serving latency respectively on a dev-set as a function of lookahead, and the number of LCBGRU layers. The models are trained on a sampled subset (10 %) of the complete training data. The green and blue baselines are the performance of models where all the 3 GRU layers are bidirectional and forward-only correspondingly.;Is the CER performance of the bidirectional model consistently lower than the CER performance of the forward model with LA-conv?;Yes;No;0.0;0.0;0.0;0.0;0.0;0.0;0.9992687702178955;0.9992687702178955;0.9992687702178955
68ff5a73c1e06568eb4c7277364c37d2;1907.00488v1-Figure4.7-1;1907.00488v1-Figure4.7-1.png;"You are looking at a line chart with 2 subfigures.
The caption is: 'Figure 4.7: Two-epoch model likelihoods. Fisher maximum-likelihood estimation for a 2-epoch BEE model over the text-to-text and text-to-past k = 80 models of 647 of Darwin’s readings. The darker line indicates the window of the 5-year minimum epoch length. Note the phase transition at the 325th volume in the text-to-past case (bottom) and the 548th volume in the text-to-text case (top). Note also that the text-topast case comes close to transition at the 548th volume as well, indicating the strength of the transition to exploration in the third epoch on both local and global scales.'.
Question: How many datapoints were used to draw the curves in figure 4.7?
Use information from the caption when it directly supports your answer; otherwise, focus on data present in the visual itself.
If the answer cannot be inferred from the figure and caption, please reply with the sentence: 'It is not possible to answer this question based only on the provided data.'
<thinking> Reasoning (do NOT respond yet)
Step 1 Identify the figure type and its axes/legend.
Step 2 Locate the graphical elements relevant to the question.
Step 3 Extract the key-value information.
Step 4 Determine the required values or qualitative trends.
Step 5 Integrate insights from the caption when necessary.
Step 6 Ensure the answer is either Yes or No as required
Step 7 Produce the concise answer following the formatting rules above.

Final respond:";[];line chart;unanswerable;Figure 4.7: Two-epoch model likelihoods. Fisher maximum-likelihood estimation for a 2-epoch BEE model over the text-to-text and text-to-past k = 80 models of 647 of Darwin’s readings. The darker line indicates the window of the 5-year minimum epoch length. Note the phase transition at the 325th volume in the text-to-past case (bottom) and the 548th volume in the text-to-text case (top). Note also that the text-topast case comes close to transition at the 548th volume as well, indicating the strength of the transition to exploration in the third epoch on both local and global scales.;How many datapoints were used to draw the curves in figure 4.7?;It is not possible to answer this question based only on the provided data.;It is not possible to answer this question based only on the provided data.;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
491d114c2282484ae8fb1ba218e841c7;1811.02549v6-Figure1-1;1811.02549v6-Figure1-1.png;"You are looking at a scatter plot with 3 subfigures.
The caption is: 'Figure 1: The importance of temperature for evaluating NLG models on quality and diversity. Each sub-figure plots inverse quality against inverse diversity (lower is better for both metrics). Left: current way of comparing NLG models. In this case, it is impossible to come to any meaningful conclusions about which model (red or blue) dominates the other. Middle: With our proposed NLG evaluation framework, the temperature sweep shines a light on the relative performance of the models: the red model should be used for high-diversity samples and the blue model for high-quality samples. Right: A second simulated scenario (consistent with the left Figure) where the temperature sweep reveals that the blue model dominates the red. That is, for any desired diversity-level, there is a temperature for which the blue model outperforms the red in terms of quality (and vice versa).'.
Question: Which figure presents the less amount of dots for both colors?
[Visual cue] Pay attention to color, position, shape, size, height, or direction.
Use information from the caption when it directly supports your answer; otherwise, focus on data present in the visual itself.
Available options: {'A': 'Left', 'B': 'Middle', 'C': 'Right', 'D': 'All of the above'}.
Respond only with the corresponding option keyword(s) (e.g., 'A' or 'A,B' if multiple apply, without space between).
Do not include explanations, full sentences, or option text.
If the answer cannot be inferred from the figure and caption, please reply with the sentence: 'It is not possible to answer this question based only on the provided data.'
<thinking> Reasoning (do NOT respond yet)
Step 1 Identify the figure type and its axes/legend.
Step 2 Locate the graphical elements relevant to the question.
Step 3 Extract the key-value information.
Step 4 Determine the required values or qualitative trends.
Step 5 Integrate insights from the caption when necessary.
Step 6 Evaluate the provided answer choices and select the best one
Step 7 Produce the concise answer following the formatting rules above.

Final respond:";"[{""A"": ""Left"", ""B"": null, ""C"": null, ""D"": null}, {""A"": null, ""B"": ""Middle"", ""C"": null, ""D"": null}, {""A"": null, ""B"": null, ""C"": ""Right"", ""D"": null}, {""A"": null, ""B"": null, ""C"": null, ""D"": ""All of the above""}]";scatter plot;closed-ended finite answer set non-binary visual;Figure 1: The importance of temperature for evaluating NLG models on quality and diversity. Each sub-figure plots inverse quality against inverse diversity (lower is better for both metrics). Left: current way of comparing NLG models. In this case, it is impossible to come to any meaningful conclusions about which model (red or blue) dominates the other. Middle: With our proposed NLG evaluation framework, the temperature sweep shines a light on the relative performance of the models: the red model should be used for high-diversity samples and the blue model for high-quality samples. Right: A second simulated scenario (consistent with the left Figure) where the temperature sweep reveals that the blue model dominates the red. That is, for any desired diversity-level, there is a temperature for which the blue model outperforms the red in terms of quality (and vice versa).;Which figure presents the less amount of dots for both colors?;A;A;1.0;1.0;1.0;1.0;1.0;1.0;0.9999995231628418;0.9999995231628418;0.9999995231628418
